source,destination,journey_date,airline,stops,seasonality,price
Jhansi,Itanagar,2023-12-16,Air India,1,1,9941
Rajkot,Hyderabad,2026-08-25,SpiceJet,1,0,5660
Kakinada,Pondicherry,2021-04-17,Vistara,2,0,8571
Bhavnagar,Ratnagiri,2023-02-27,AirAsia,2,0,5399
Palakkad,Bhopal,2024-12-22,Go First,0,1,8417
Imphal,Agra,2024-11-24,Go First,1,1,6014
Kurnool,Erode,2021-06-05,IndiGo,2,1,7311
Chennai,Tirunelveli,2025-03-03,Air India,0,0,7360
Jalandhar,Tirupati,2022-09-02,IndiGo,0,0,3056
Raipur,Kottayam,2024-05-11,SpiceJet,2,1,6673
Aurangabad,Guwahati,2025-05-28,SpiceJet,0,1,8398
Srinagar,Kakinada,2026-07-16,Air India,0,0,7147
Mumbai,Noida,2024-06-24,Go First,1,1,6524
Allahabad,Noida,2026-11-09,AirAsia,2,1,10255
Palakkad,Bangalore,2025-09-07,SpiceJet,1,0,7852
Quilon,Faridabad,2024-06-30,Air India,0,1,8299
Gorakhpur,Dehradun,2024-06-15,IndiGo,2,1,9056
Ambala,Jamshedpur,2025-09-23,Go First,1,0,5207
Mangalore,Sangli,2021-04-20,IndiGo,1,0,4257
Jamnagar,Chandigarh,2021-09-09,Air India,2,0,7625
Kottayam,Hubli,2024-03-17,Vistara,0,0,6089
Srinagar,Nashik,2024-06-15,Air India,1,1,9313
Bhavnagar,Bhopal,2023-01-28,Vistara,0,1,7136
Hubli,Ambala,2023-09-04,Vistara,1,0,8152
Surat,Jhansi,2021-10-28,Air India,0,0,6211
Warangal,Thiruvananthapuram,2025-02-25,SpiceJet,1,0,6894
Allahabad,Ludhiana,2023-01-21,SpiceJet,1,1,5899
Ratnagiri,Agra,2021-07-01,Air India,2,0,8010
Bhubaneswar,Vadodara,2023-12-31,SpiceJet,1,1,6364
Agra,Solapur,2024-12-09,Air India,0,1,6578
Coimbatore,Dhanbad,2024-04-29,SpiceJet,0,0,4832
Jammu,Vadodara,2022-02-04,Go First,1,0,5923
Asansol,Guwahati,2021-01-29,AirAsia,1,1,8377
Solapur,Imphal,2023-08-29,Air India,0,0,8814
Ambala,Mumbai,2024-07-05,SpiceJet,1,0,6981
Jalandhar,Nagpur,2022-01-15,Go First,1,1,7945
Asansol,Jhansi,2021-06-07,Go First,0,1,8003
Kolkata,Aurangabad,2023-03-26,Go First,2,0,6698
Ujjain,Nagpur,2021-07-06,IndiGo,2,0,7693
Kurnool,Indore,2026-03-21,AirAsia,1,0,7050
Jabalpur,Rourkela,2021-07-28,SpiceJet,1,0,5816
Srinagar,Jammu,2021-04-19,AirAsia,2,0,6966
Gaya,Thiruvananthapuram,2022-04-13,AirAsia,0,0,5478
Warangal,Aurangabad,2026-08-11,AirAsia,2,0,7099
Noida,Tirunelveli,2026-11-21,Go First,1,1,10538
Jodhpur,Kannur,2023-08-17,Go First,1,0,7900
Nellore,Ambala,2023-04-07,AirAsia,1,0,6453
Hubli,Ranchi,2025-03-03,SpiceJet,1,0,8098
Jaipur,Kanpur,2021-08-05,SpiceJet,0,0,4416
Jabalpur,Guntur,2022-08-17,AirAsia,1,0,6373
Prayagraj,Rourkela,2024-03-06,IndiGo,0,0,6952
Kollam,Nashik,2021-02-06,Vistara,0,0,5052
Jodhpur,Asansol,2026-08-12,Go First,2,0,6650
Lucknow,Bhopal,2022-04-02,Go First,1,0,4636
Prayagraj,Rourkela,2022-08-01,Vistara,2,0,8716
Jodhpur,Delhi,2023-01-04,IndiGo,0,1,8270
Kollam,Jamnagar,2023-08-03,Go First,1,0,8310
Varanasi,Ambala,2024-12-10,IndiGo,2,1,7669
Tirunelveli,Kottayam,2026-03-21,Vistara,1,0,7824
Rourkela,Udaipur,2023-04-05,IndiGo,0,0,6825
Jamshedpur,Asansol,2026-02-18,Go First,2,0,9072
Pune,Allahabad,2022-09-18,SpiceJet,1,0,6478
Vellore,Hyderabad,2023-11-23,Air India,1,1,10534
Vellore,Amritsar,2024-10-30,IndiGo,1,0,6992
Tirunelveli,Solapur,2026-08-02,Go First,1,0,6551
Tirunelveli,Mysore,2024-08-07,IndiGo,0,0,6169
Tezpur,Bhubaneswar,2022-01-05,IndiGo,1,1,8602
Jamnagar,Dhanbad,2024-04-03,Go First,0,0,5275
Udaipur,Kollam,2026-04-15,SpiceJet,1,0,8388
Madurai,Dhanbad,2025-10-13,IndiGo,0,0,4980
Tirunelveli,Palakkad,2025-04-25,Go First,0,0,7141
Siliguri,Bhubaneswar,2025-04-29,AirAsia,1,0,4680
Noida,Belgaum,2022-06-07,IndiGo,0,1,4302
Tirunelveli,Gorakhpur,2024-06-07,Vistara,1,1,7873
Siliguri,Jaipur,2021-12-16,Air India,1,1,10356
Erode,Ambala,2023-06-22,Go First,1,1,8657
Jhansi,Prayagraj,2022-05-02,AirAsia,0,1,6519
Jabalpur,Kanpur,2022-05-10,Air India,0,1,8880
Allahabad,Nagpur,2024-07-11,AirAsia,2,0,5591
Prayagraj,Kurnool,2025-11-16,Go First,2,1,9738
Pune,Nashik,2026-03-08,Air India,0,0,8056
Hubli,Agra,2021-02-18,AirAsia,2,0,7739
Nagpur,Kota,2022-11-08,SpiceJet,1,1,5737
Belgaum,Indore,2022-01-06,Air India,1,1,9644
Dehradun,Kota,2026-08-03,Air India,1,0,10459
Guwahati,Dharwad,2024-07-21,Go First,2,0,6277
Kannur,Bhopal,2024-06-28,AirAsia,1,1,7242
Kanpur,Ratnagiri,2021-06-18,Go First,2,1,6239
Srinagar,Nashik,2022-03-10,Go First,2,0,7195
Chennai,Agra,2025-03-19,IndiGo,0,0,7806
Udaipur,Ratnagiri,2023-05-15,Vistara,1,1,8298
Durgapur,Solapur,2026-02-17,Go First,1,0,5159
Rajahmundry,Amritsar,2021-08-20,IndiGo,0,0,3615
Coimbatore,Calicut,2024-10-01,Vistara,1,0,7459
Visakhapatnam,Bhavnagar,2026-05-30,Vistara,1,1,11876
Kannur,Bareilly,2024-01-16,IndiGo,2,1,8438
Kolkata,Palakkad,2022-07-22,Vistara,0,0,4623
Bikaner,Jhansi,2022-05-24,Vistara,1,1,9389
Ranchi,Ujjain,2024-07-09,SpiceJet,2,0,8644
Tezpur,Ambala,2021-01-07,SpiceJet,0,1,5691
Quilon,Coimbatore,2026-10-14,SpiceJet,1,0,7243
Belgaum,Patna,2025-07-22,Go First,1,0,6060
Srinagar,Ujjain,2022-04-30,Air India,2,0,7948
Kurnool,Pune,2025-07-26,AirAsia,1,0,8388
Mysore,Indore,2024-10-24,IndiGo,1,0,6132
Vellore,Belgaum,2025-01-24,Vistara,1,1,10096
Pune,Asansol,2022-03-17,Go First,1,0,5819
Prayagraj,Ratnagiri,2021-12-12,Vistara,0,1,8849
Ujjain,Jodhpur,2021-06-04,SpiceJet,2,1,7952
Srinagar,Delhi,2025-10-24,IndiGo,2,0,7569
Thrissur,Delhi,2023-12-16,AirAsia,2,1,8047
Noida,Vijayawada,2025-10-20,Air India,0,0,8260
Srinagar,Amritsar,2023-12-14,Vistara,2,1,9357
Sangli,Nanded,2022-11-26,IndiGo,2,1,9387
Jabalpur,Solapur,2026-07-25,Air India,1,0,9332
Guwahati,Rajkot,2023-01-26,AirAsia,0,1,5974
Nashik,Nagpur,2021-09-30,IndiGo,0,0,3715
Bareilly,Delhi,2023-08-07,IndiGo,1,0,4731
Jalandhar,Itanagar,2022-05-03,AirAsia,0,1,6859
Durgapur,Gorakhpur,2024-10-06,Air India,0,0,7912
Rajahmundry,Rajkot,2022-02-28,SpiceJet,1,0,5654
Agra,Madurai,2024-02-01,IndiGo,2,0,5437
Jhansi,Quilon,2024-08-01,IndiGo,1,0,6154
Guwahati,Prayagraj,2023-08-25,IndiGo,1,0,4477
Nellore,Surat,2024-02-25,Vistara,0,0,7290
Bangalore,Coimbatore,2023-11-28,Go First,1,1,7972
Surat,Ludhiana,2025-04-25,SpiceJet,1,0,4677
Udaipur,Mysore,2025-04-30,Vistara,1,0,8331
Shimla,Ranchi,2025-04-16,SpiceJet,1,0,5304
Jodhpur,Ujjain,2021-04-05,AirAsia,2,0,5316
Prayagraj,Pondicherry,2026-02-04,Go First,1,0,6094
Dhanbad,Tirunelveli,2026-03-25,IndiGo,0,0,6459
Shimla,Ranchi,2024-09-02,Air India,1,0,6560
Raipur,Mysore,2023-05-06,SpiceJet,0,1,7435
Mumbai,Moradabad,2022-08-18,Air India,1,0,5616
Nashik,Gorakhpur,2021-01-03,SpiceJet,1,1,8411
Gwalior,Kakinada,2026-03-25,AirAsia,1,0,8749
Pondicherry,Kurnool,2025-01-31,IndiGo,1,1,6866
Meerut,Ambala,2026-03-04,Air India,1,0,8072
Nanded,Ranchi,2026-08-30,AirAsia,1,0,6918
Mumbai,Tirupati,2026-07-20,Go First,0,0,5914
Panaji,Vellore,2026-08-02,IndiGo,1,0,6106
Amritsar,Kurnool,2025-06-21,Vistara,0,1,8449
Bikaner,Nagpur,2022-10-10,Air India,1,0,5728
Dhanbad,Chandigarh,2022-12-17,AirAsia,1,1,4938
Guntur,Bareilly,2022-04-29,Vistara,1,0,7703
Madurai,Jhansi,2023-09-05,Vistara,0,0,7517
Bangalore,Visakhapatnam,2022-09-22,Air India,1,0,5961
Ranchi,Palakkad,2024-10-23,Vistara,2,0,7446
Nellore,Ambala,2024-03-30,Vistara,0,0,5537
Tiruchirappalli,Ujjain,2021-11-18,IndiGo,2,1,8266
Ludhiana,Pondicherry,2021-02-09,Air India,1,0,7459
Jalandhar,Jamnagar,2024-06-07,Vistara,2,1,8908
Kurnool,Kochi,2026-09-03,Go First,1,0,8425
Thrissur,Erode,2021-09-22,Air India,2,0,8583
Ahmedabad,Kollam,2023-04-01,SpiceJet,1,0,7835
Dharwad,Pune,2021-09-01,IndiGo,1,0,6834
Agra,Kolkata,2023-09-03,Vistara,1,0,8207
Patna,Pune,2026-05-05,SpiceJet,0,1,6812
Kota,Jalandhar,2023-09-09,Air India,0,0,5645
Jamshedpur,Ujjain,2023-11-02,Go First,0,1,6312
Belgaum,Thiruvananthapuram,2022-09-04,Go First,2,0,7333
Tirunelveli,Erode,2024-03-02,AirAsia,1,0,7293
Asansol,Kota,2024-09-11,Vistara,2,0,7526
Faridabad,Kannur,2023-04-05,Go First,2,0,6104
Dehradun,Imphal,2026-03-24,Vistara,2,0,9726
Thrissur,Prayagraj,2021-02-27,SpiceJet,0,0,5057
Kollam,Ambala,2025-12-30,IndiGo,1,1,7544
Gorakhpur,Solapur,2025-02-16,Vistara,1,0,9873
Ambala,Gwalior,2024-04-23,Go First,2,0,8062
Kochi,Ambala,2025-06-05,SpiceJet,1,1,6972
Erode,Patna,2022-04-24,Go First,0,0,4659
Coimbatore,Kanpur,2024-03-12,SpiceJet,1,0,4959
Belgaum,Jamshedpur,2022-06-08,SpiceJet,1,1,8154
Nashik,Dharwad,2021-07-25,AirAsia,1,0,6041
Kochi,Thiruvananthapuram,2021-07-16,AirAsia,1,0,5091
Varanasi,Vijayawada,2021-12-06,SpiceJet,1,1,5093
Panaji,Surat,2021-10-07,AirAsia,1,0,6110
Dharwad,Pondicherry,2024-12-19,Air India,0,1,9994
Rajahmundry,Kanpur,2021-10-02,Vistara,1,0,7392
Gaya,Thrissur,2022-05-06,IndiGo,1,1,4976
Pondicherry,Mysore,2021-06-06,Go First,2,1,8618
Jabalpur,Durgapur,2024-07-17,Vistara,2,0,9519
Thiruvananthapuram,Agra,2026-07-20,IndiGo,1,0,5932
Prayagraj,Visakhapatnam,2026-04-05,AirAsia,0,0,4360
Bhubaneswar,Nanded,2021-12-03,Go First,1,1,6090
Warangal,Ratnagiri,2025-09-25,Air India,1,0,7389
Jammu,Sangli,2026-06-18,Air India,1,1,10342
Chennai,Jamshedpur,2022-01-17,IndiGo,0,1,4425
Ambala,Jodhpur,2022-01-19,IndiGo,2,1,9075
Bhubaneswar,Indore,2022-01-31,AirAsia,1,1,7394
Vijayawada,Raipur,2026-09-08,AirAsia,1,0,6511
Allahabad,Warangal,2026-03-22,IndiGo,2,0,7412
Nagpur,Guntur,2024-08-04,AirAsia,0,0,3404
Itanagar,Dharwad,2021-04-17,SpiceJet,0,0,3164
Salem,Belgaum,2025-07-10,SpiceJet,0,0,4853
Udaipur,Faridabad,2026-05-27,Go First,2,1,7862
Mumbai,Dharwad,2021-01-24,AirAsia,2,1,8344
Agra,Patna,2022-10-30,IndiGo,1,0,5357
Patna,Bareilly,2026-11-04,SpiceJet,1,1,7745
Rajkot,Sangli,2026-03-12,SpiceJet,0,0,7174
Bikaner,Itanagar,2024-11-29,Vistara,0,1,8328
Ahmedabad,Jamshedpur,2023-02-24,Go First,2,0,7272
Imphal,Nanded,2026-06-29,Go First,1,1,7873
Erode,Tiruchirappalli,2025-10-22,Go First,0,0,6710
Allahabad,Chennai,2026-08-07,AirAsia,1,0,8824
Palakkad,Kurnool,2024-12-27,Go First,1,1,8835
Thiruvananthapuram,Bhavnagar,2024-07-12,SpiceJet,1,0,6266
Hyderabad,Noida,2025-06-14,SpiceJet,0,1,5323
Bangalore,Mysore,2025-05-19,AirAsia,2,1,9343
Srinagar,Warangal,2025-03-02,Vistara,0,0,9323
Lucknow,Jhansi,2023-11-06,Air India,1,1,8407
Bhubaneswar,Vellore,2024-09-04,Vistara,1,0,6822
Jammu,Kurnool,2021-07-30,Air India,1,0,7963
Kannur,Dehradun,2021-10-14,AirAsia,1,0,3909
Jaipur,Madurai,2025-06-11,AirAsia,2,1,9534
Bareilly,Allahabad,2024-12-15,IndiGo,0,1,6900
Siliguri,Chennai,2021-09-02,Go First,2,0,6476
Rajkot,Prayagraj,2022-05-27,Air India,1,1,7876
Bareilly,Tirunelveli,2026-01-15,Go First,1,1,8832
Agra,Jhansi,2026-11-07,IndiGo,2,1,8060
Udaipur,Rourkela,2024-07-01,AirAsia,2,0,5659
Jhansi,Vadodara,2026-06-28,AirAsia,1,1,10124
Mumbai,Durgapur,2026-02-10,Go First,1,0,7749
Guwahati,Panaji,2022-06-09,IndiGo,0,1,5157
Visakhapatnam,Varanasi,2021-10-08,AirAsia,2,0,7305
Chandigarh,Chennai,2021-08-05,Go First,1,0,6449
Jodhpur,Palakkad,2025-10-15,IndiGo,1,0,7147
Agra,Bangalore,2023-12-04,IndiGo,2,1,9319
Kannur,Bikaner,2022-07-11,Vistara,0,0,4713
Pondicherry,Dehradun,2021-09-11,Vistara,0,0,5262
Aurangabad,Gorakhpur,2024-02-20,IndiGo,0,0,6283
Amritsar,Vellore,2021-03-20,SpiceJet,1,0,6176
Thrissur,Lucknow,2025-02-26,Vistara,2,0,9644
Dharwad,Kota,2024-09-04,Vistara,1,0,7695
Durgapur,Bangalore,2026-05-24,Go First,1,1,9347
Noida,Pondicherry,2025-05-24,Air India,2,1,10906
Tiruchirappalli,Ambala,2024-01-17,Go First,1,1,6146
Delhi,Jamshedpur,2025-01-13,AirAsia,2,1,7008
Jodhpur,Bhavnagar,2022-10-07,Go First,0,0,3981
Lucknow,Raipur,2021-10-04,AirAsia,1,0,3801
Kochi,Faridabad,2022-07-22,Air India,2,0,6733
Kottayam,Ratnagiri,2022-07-26,SpiceJet,2,0,6010
Itanagar,Jabalpur,2025-08-01,Air India,1,0,7947
Gaya,Madurai,2022-11-22,AirAsia,1,1,8631
Patna,Imphal,2026-09-15,Go First,2,0,9774
Rajkot,Quilon,2022-08-19,IndiGo,0,0,5302
Ranchi,Nashik,2023-01-28,AirAsia,1,1,8693
Meerut,Thrissur,2025-08-08,SpiceJet,1,0,7964
Chandigarh,Aurangabad,2021-11-24,IndiGo,2,1,9616
Udaipur,Bangalore,2023-12-13,Vistara,1,1,8185
Bhubaneswar,Kurnool,2025-02-22,Air India,1,0,9731
Salem,Calicut,2026-12-09,Go First,0,1,5905
Bareilly,Meerut,2024-04-22,IndiGo,2,0,7131
Ratnagiri,Lucknow,2022-05-31,Vistara,2,1,7562
Jamshedpur,Quilon,2026-11-16,SpiceJet,0,1,6104
Nagpur,Meerut,2024-12-09,IndiGo,1,1,8418
Rajahmundry,Amritsar,2023-04-11,Air India,1,0,9155
Moradabad,Quilon,2025-01-04,Vistara,1,1,8741
Salem,Rourkela,2022-05-14,IndiGo,0,1,5927
Noida,Jamnagar,2024-01-15,IndiGo,1,1,9287
Kakinada,Erode,2021-08-08,Air India,1,0,7051
Kannur,Faridabad,2024-02-10,Vistara,2,0,8127
Pune,Thrissur,2022-10-14,Vistara,1,0,7899
Quilon,Coimbatore,2025-05-25,Vistara,1,1,8785
Faridabad,Delhi,2023-12-28,Vistara,1,1,8755
Ujjain,Delhi,2026-07-07,SpiceJet,2,0,6728
Jaipur,Amritsar,2024-09-07,Air India,2,0,7912
Gwalior,Rajahmundry,2026-09-18,SpiceJet,1,0,6057
Coimbatore,Gorakhpur,2025-07-02,Go First,1,0,5742
Thrissur,Aurangabad,2021-10-06,Air India,0,0,5388
Kollam,Guntur,2023-09-06,IndiGo,1,0,5362
Calicut,Hubli,2021-05-16,AirAsia,1,1,7728
Bhopal,Kakinada,2026-06-08,IndiGo,0,1,9461
Jammu,Nashik,2024-06-10,SpiceJet,2,1,6716
Jalandhar,Ujjain,2021-03-29,SpiceJet,1,0,4703
Madurai,Hubli,2026-07-01,Vistara,0,0,5587
Dehradun,Madurai,2023-03-06,Go First,2,0,7333
Dehradun,Asansol,2023-11-30,Air India,2,1,10961
Faridabad,Kannur,2026-12-05,IndiGo,0,1,5363
Asansol,Tirupati,2022-12-17,AirAsia,1,1,7591
Gwalior,Tezpur,2026-10-15,IndiGo,2,0,7267
Kanpur,Nanded,2025-08-22,Air India,0,0,7628
Hubli,Kannur,2023-01-26,IndiGo,1,1,8785
Thiruvananthapuram,Pune,2025-10-30,IndiGo,1,0,5326
Salem,Gwalior,2024-03-29,AirAsia,1,0,6905
Amritsar,Jammu,2023-11-26,Go First,0,1,6104
Ludhiana,Thiruvananthapuram,2024-12-30,IndiGo,0,1,7026
Visakhapatnam,Nagpur,2026-11-23,Air India,0,1,7390
Udaipur,Jabalpur,2022-08-19,Vistara,2,0,9250
Udaipur,Coimbatore,2024-03-12,AirAsia,1,0,5644
Bareilly,Dehradun,2021-02-15,Air India,0,0,6272
Tezpur,Faridabad,2021-10-04,Air India,0,0,6079
Erode,Varanasi,2023-07-10,AirAsia,1,0,5485
Rajahmundry,Patna,2025-04-19,Go First,2,0,5841
Jaipur,Noida,2025-10-12,IndiGo,1,0,4514
Surat,Durgapur,2024-03-05,AirAsia,0,0,6257
Vadodara,Asansol,2023-04-30,AirAsia,2,0,5624
Ranchi,Surat,2021-06-01,IndiGo,1,1,6315
Jammu,Itanagar,2022-12-22,SpiceJet,0,1,5606
Prayagraj,Faridabad,2021-03-20,Go First,1,0,6209
Hyderabad,Moradabad,2022-08-05,SpiceJet,1,0,6787
Kolkata,Chennai,2026-03-15,AirAsia,0,0,5415
Ratnagiri,Lucknow,2023-10-12,AirAsia,2,0,8113
Kota,Pune,2022-05-24,Go First,1,1,9225
Udaipur,Indore,2025-04-03,AirAsia,2,0,7103
Kolkata,Dhanbad,2022-12-22,Air India,2,1,10093
Kochi,Rajkot,2022-06-25,AirAsia,2,1,9212
Guwahati,Indore,2025-03-28,AirAsia,2,0,7623
Bareilly,Quilon,2024-05-12,Air India,1,1,8259
Bikaner,Bhubaneswar,2026-09-02,Air India,1,0,10483
Bangalore,Jhansi,2023-11-04,Go First,0,1,5688
Panaji,Rourkela,2024-03-19,IndiGo,2,0,6234
Moradabad,Varanasi,2023-05-06,Vistara,0,1,8112
Noida,Kota,2024-04-09,SpiceJet,1,0,4988
Mangalore,Amritsar,2023-11-02,AirAsia,2,1,9389
Thiruvananthapuram,Srinagar,2023-10-10,Vistara,1,0,8831
Solapur,Dharwad,2024-09-01,Air India,1,0,7838
Solapur,Panaji,2025-07-28,IndiGo,0,0,4495
Shimla,Allahabad,2023-01-16,Air India,1,1,9219
Allahabad,Vellore,2025-01-24,Air India,1,1,8636
Jammu,Calicut,2025-11-18,AirAsia,1,1,8471
Quilon,Kochi,2023-10-23,SpiceJet,1,0,5392
Guntur,Vellore,2026-01-31,AirAsia,0,1,9110
Gorakhpur,Kollam,2022-08-09,SpiceJet,0,0,3591
Jabalpur,Allahabad,2021-05-28,SpiceJet,0,1,6398
Kolkata,Dehradun,2022-12-31,Vistara,0,1,8816
Patna,Tezpur,2022-11-19,IndiGo,1,1,7904
Hubli,Mumbai,2022-08-22,IndiGo,1,0,6226
Ratnagiri,Faridabad,2022-05-18,Go First,1,1,7552
Bikaner,Siliguri,2023-10-03,SpiceJet,1,0,7322
Rajkot,Ahmedabad,2025-11-08,Go First,1,1,7933
Visakhapatnam,Bhopal,2023-03-14,AirAsia,0,0,5363
Durgapur,Dehradun,2026-12-28,SpiceJet,1,1,8479
Kolkata,Bareilly,2026-10-06,Vistara,0,0,7392
Ratnagiri,Sangli,2026-12-14,IndiGo,1,1,7378
Patna,Thrissur,2022-06-22,AirAsia,1,1,8177
Noida,Vellore,2024-10-22,Go First,2,0,7751
Jamshedpur,Tiruchirappalli,2022-02-08,IndiGo,0,0,3966
Udaipur,Prayagraj,2024-11-21,SpiceJet,1,1,7728
Belgaum,Vadodara,2021-03-17,IndiGo,1,0,6606
Chandigarh,Ratnagiri,2022-03-29,IndiGo,1,0,6070
Kottayam,Bikaner,2024-10-25,Vistara,2,0,10070
Bhubaneswar,Dhanbad,2023-04-24,Go First,1,0,6407
Jamshedpur,Solapur,2024-05-12,AirAsia,2,1,9592
Kanpur,Visakhapatnam,2026-07-17,IndiGo,1,0,6610
Raipur,Kota,2025-02-21,Air India,1,0,8223
Palakkad,Bhubaneswar,2025-08-02,Air India,2,0,8560
Belgaum,Lucknow,2024-01-19,AirAsia,1,1,8760
Asansol,Sangli,2024-05-29,Air India,1,1,10187
Rajahmundry,Solapur,2025-08-03,Air India,1,0,9789
Nagpur,Itanagar,2026-12-28,Vistara,1,1,11317
Patna,Itanagar,2026-03-15,Air India,0,0,9250
Hubli,Dhanbad,2021-05-17,IndiGo,1,1,7716
Gwalior,Jabalpur,2021-07-29,IndiGo,1,0,5671
Gorakhpur,Ranchi,2025-06-09,AirAsia,1,1,7557
Jodhpur,Siliguri,2021-01-17,SpiceJet,1,1,8248
Bangalore,Indore,2025-09-18,SpiceJet,1,0,6510
Panaji,Tirunelveli,2021-02-02,Go First,1,0,5394
Chennai,Bareilly,2021-04-29,SpiceJet,2,0,5922
Mumbai,Durgapur,2025-09-05,Air India,0,0,9314
Agra,Jodhpur,2023-07-25,Go First,1,0,5869
Gwalior,Siliguri,2025-11-27,Vistara,1,1,11373
Vadodara,Salem,2024-12-20,Go First,1,1,8136
Kolkata,Delhi,2024-02-01,IndiGo,1,0,6287
Nashik,Solapur,2025-03-21,Go First,0,0,6603
Patna,Mysore,2026-04-11,IndiGo,1,0,6088
Jamnagar,Kota,2023-11-29,Air India,2,1,9406
Madurai,Meerut,2022-08-17,Air India,2,0,8246
Ahmedabad,Nellore,2026-05-10,SpiceJet,1,1,7286
Imphal,Chandigarh,2024-09-09,Vistara,1,0,9282
Ahmedabad,Agra,2024-11-06,Air India,1,1,9238
Patna,Nagpur,2021-11-25,Go First,0,1,5638
Jamshedpur,Vadodara,2022-12-19,SpiceJet,0,1,5939
Chennai,Jabalpur,2023-01-18,IndiGo,1,1,8767
Ahmedabad,Chennai,2022-11-05,Vistara,2,1,11134
Nanded,Bhubaneswar,2026-12-08,SpiceJet,1,1,6429
Mangalore,Nagpur,2026-05-08,SpiceJet,0,1,7967
Bareilly,Nanded,2023-05-06,Air India,2,1,9282
Bhavnagar,Erode,2022-07-29,AirAsia,0,0,6190
Bhubaneswar,Nellore,2026-03-11,Air India,2,0,7867
Varanasi,Jabalpur,2023-06-04,SpiceJet,2,1,8246
Siliguri,Coimbatore,2023-07-03,Air India,0,0,6972
Asansol,Kurnool,2021-02-15,IndiGo,1,0,5843
Quilon,Ambala,2023-11-03,Vistara,1,1,7377
Lucknow,Dharwad,2024-07-01,Air India,1,0,8719
Itanagar,Mangalore,2021-11-16,SpiceJet,2,1,7131
Vijayawada,Nashik,2022-08-10,AirAsia,2,0,5698
Mysore,Guwahati,2023-10-19,Go First,1,0,5845
Faridabad,Dhanbad,2026-01-06,Vistara,1,1,10441
Madurai,Tiruchirappalli,2026-06-28,Vistara,2,1,10264
Agra,Durgapur,2021-05-20,AirAsia,2,1,7412
Warangal,Kurnool,2025-10-14,SpiceJet,1,0,5532
Dehradun,Vadodara,2024-08-25,Air India,1,0,8362
Kannur,Gorakhpur,2022-02-01,Go First,1,0,5133
Noida,Kanpur,2022-12-31,Vistara,0,1,8816
Nashik,Gwalior,2021-04-09,Air India,0,0,7106
Tirunelveli,Kanpur,2023-11-30,IndiGo,0,1,5407
Kota,Durgapur,2021-02-11,Vistara,1,0,6860
Bareilly,Shimla,2024-02-12,SpiceJet,1,0,6545
Vellore,Ludhiana,2024-10-31,Air India,2,0,8690
Kakinada,Belgaum,2021-04-20,IndiGo,1,0,4576
Lucknow,Calicut,2023-01-06,Go First,2,1,10336
Jodhpur,Vijayawada,2021-07-27,Air India,1,0,5472
Dhanbad,Vijayawada,2025-08-12,Air India,1,0,7265
Moradabad,Faridabad,2022-01-03,IndiGo,0,1,6078
Jaipur,Guntur,2025-11-11,SpiceJet,1,1,7336
Thrissur,Ujjain,2026-09-03,AirAsia,1,0,7793
Moradabad,Calicut,2023-05-13,Go First,1,1,8228
Pune,Salem,2022-11-15,Go First,0,1,7157
Varanasi,Prayagraj,2024-06-14,Go First,2,1,7345
Kota,Gorakhpur,2026-05-19,Air India,1,1,8183
Ahmedabad,Kurnool,2024-10-15,IndiGo,1,0,5873
Noida,Aurangabad,2021-09-25,Vistara,0,0,4673
Jhansi,Noida,2025-08-21,IndiGo,0,0,4499
Raipur,Pondicherry,2026-03-22,Vistara,0,0,7327
Belgaum,Mysore,2024-08-06,Air India,0,0,8510
Meerut,Dhanbad,2021-05-23,IndiGo,1,1,5043
Meerut,Rajkot,2022-08-09,AirAsia,1,0,6621
Mumbai,Jhansi,2025-07-19,Air India,1,0,7687
Mysore,Tirunelveli,2026-05-05,Vistara,1,1,10057
Dhanbad,Shimla,2024-10-01,IndiGo,1,0,5076
Gaya,Siliguri,2021-12-06,Air India,1,1,7677
Bikaner,Tirupati,2025-04-30,IndiGo,1,0,6573
Ludhiana,Visakhapatnam,2022-04-07,SpiceJet,0,0,3923
Kottayam,Kannur,2025-10-24,Go First,1,0,6441
Palakkad,Gwalior,2026-09-29,AirAsia,2,0,6726
Jamnagar,Kottayam,2021-09-18,Go First,1,0,7361
Jammu,Amritsar,2025-01-17,Go First,1,1,8914
Asansol,Jodhpur,2023-01-31,Vistara,1,1,6717
Jalandhar,Prayagraj,2021-12-08,IndiGo,1,1,6353
Pondicherry,Jodhpur,2026-09-10,AirAsia,2,0,8617
Visakhapatnam,Coimbatore,2024-08-28,AirAsia,2,0,7152
Vadodara,Bangalore,2026-12-10,SpiceJet,0,1,8275
Tezpur,Hyderabad,2023-05-03,SpiceJet,0,1,4866
Patna,Dehradun,2025-05-25,SpiceJet,1,1,7596
Moradabad,Bhubaneswar,2021-04-07,Air India,0,0,6387
Kannur,Panaji,2023-05-08,SpiceJet,0,1,6499
Dhanbad,Delhi,2024-09-26,Air India,1,0,8468
Salem,Ambala,2026-11-05,Air India,0,1,7870
Jabalpur,Hubli,2021-01-24,SpiceJet,1,1,7267
Dhanbad,Asansol,2026-01-12,IndiGo,2,1,8460
Erode,Mysore,2022-11-07,Vistara,2,1,8900
Quilon,Nanded,2026-07-26,IndiGo,0,0,4720
Nashik,Bangalore,2025-02-22,Air India,1,0,7790
Kanpur,Hubli,2026-09-25,Air India,0,0,7479
Bikaner,Palakkad,2022-06-04,AirAsia,2,1,8469
